image_path,root_mask_path,shoot_mask_path,seed_mask_path
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234275_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234275_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234275_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234275_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234275_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234275_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234803_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234803_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234803_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234803_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234803_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234803_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234924_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234924_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234924_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234924_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_234924_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Shival/train_Shival_234924_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_235065_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_235065_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_235065_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_235065_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Shival_235065_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_225739_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_225739_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_225739_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_225739_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_225739_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230446_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230446_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230446_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230446_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230446_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230623_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230623_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230623_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230623_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_230623_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231412_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231412_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231412_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231412_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231412_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_231412_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231643_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231643_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231643_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231643_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_231643_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_232725_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_232725_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_232725_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_232725_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_232725_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_233464_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_233464_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_233464_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_233464_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_233464_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_233464_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234039_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234039_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234039_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234039_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234039_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234041_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234041_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234041_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234041_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234041_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234301_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234301_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234301_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234301_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234301_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234301_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234450_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234450_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234450_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234450_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234450_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/val_Jason_234535_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234535_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234535_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Jason/val_Jason_234535_im1_seed_mask.tif
